Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1322986670409408512,"RT @AthaudaDasuni : ❗️IMPORTANT ❗️

If anyone develops symptoms during the quarantine curfew period contact 011 7 966 366 without delay 

- Health Secretary

#lka #SriLanka #Covid_19 #Covid19LK  #News1st",Mayooran,kathirmayu,2020-11-01T19:39:36.000Z,Sun Nov 01 19:39:36 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,5,0,,,,,
1322979144427278336,RT @easwaranrutnam : One hundred and twenty-five policemen test positive https://t.co/Xizc5q0mXg via @colombogazette #Srilanka #lka #Police #coronavirus #COVID19 #Covid_19 @SriSlpmd,VG,vg123e,2020-11-01T19:09:42.000Z,Sun Nov 01 19:09:42 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://colombogazette.com/2020/11/01/one-hundred-and-twenty-five-policemen-test-positive/ ,6,2,,,,,
1322974301650219008,"RT @SooriyanFMlk : நாட்டில் மேலும் 204  பேருக்கு கொரோனா தொற்று உறுதியானது.

#Covid_19 #COVID19LK #SriLanka",Logan,Logan_Twitz,2020-11-01T18:50:27.000Z,Sun Nov 01 18:50:27 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,0,,,,,
1322973539968966656,"RT @munza14 : I wish this was a joke, I really really wish!  https://t.co/RBPIBufG2d
#LKA #SriLanka #COVID19SL",Dr.Sivanandarajah Sudharshan.,DrSivanandaraj1,2020-11-01T18:47:26.000Z,Sun Nov 01 18:47:26 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://www.newswire.lk/2020/11/01/sri-lankan-ministers-seek-divine-interventions-to-combat-covid-19/ ,3,0,,,,,
1322973386444853253,"RT @SooriyanFMlk : நாட்டில் மேலும் 204  பேருக்கு கொரோனா தொற்று உறுதியானது.

#Covid_19 #COVID19LK #SriLanka",Dr.Sivanandarajah Sudharshan.,DrSivanandaraj1,2020-11-01T18:46:49.000Z,Sun Nov 01 18:46:49 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,0,,,,,
1322973288012910593,"RT @SooriyanFMlk : இலங்கையில் 21 ஆவது COVID-19 மரணம் பதிவானது

#Covid_19 #SriLanka",Dr.Sivanandarajah Sudharshan.,DrSivanandaraj1,2020-11-01T18:46:26.000Z,Sun Nov 01 18:46:26 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,,,,,
1322973085058756608,"RT @NewsfirstTamil : * நாட்டில் 21 ஆவது கொரோனா மரணம் பதிவாகியுள்ளது 
* மஹர பகுதியை சேர்ந்த 40 வயதான ஆணொருவர் வெலிசறை வைத்தியசாலையில் உயிரிழப்பு - அரசாங்க தகவல் திணைக்களம் #COVID-19 #SriLanka #Mahara",V.திஷானுஜன்,thishanujanvij2,2020-11-01T18:45:37.000Z,Sun Nov 01 18:45:37 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,3,0,,,,,
1322973063730790400,"RT @SooriyanFMlk : நாட்டில் மேலும் 204  பேருக்கு கொரோனா தொற்று உறுதியானது.

#Covid_19 #COVID19LK #SriLanka",V.திஷானுஜன்,thishanujanvij2,2020-11-01T18:45:32.000Z,Sun Nov 01 18:45:32 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,3,0,,,,,
1322972934193864704,"RT @SooriyanFMlk : இலங்கையில் 21 ஆவது COVID-19 மரணம் பதிவானது

#Covid_19 #SriLanka",V.திஷானுஜன்,thishanujanvij2,2020-11-01T18:45:01.000Z,Sun Nov 01 18:45:01 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,2,0,,,,,
1322965910747967488,Strict guidelines issued for activities in areas not under curfew. See the full set of guidelines here  https://t.co/l9oGciaxqo via @colombogazette #Srilanka #lka #coronavirus #COVID19 #Covid_19,Colombo Gazette,colombogazette,2020-11-01T18:17:07.000Z,Sun Nov 01 18:17:07 +0000 2020,1,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://colombogazette.com/2020/11/01/strict-guidelines-issued-for-activities-in-areas-not-under-curfew/ ,5,1,,,,,
1322965656006914050,Strict guidelines issued for activities in areas not under curfew. See the full set of guidelines here  https://t.co/rZDDA3VoBZ via @colombogazette #Srilanka #lka #coronavirus #COVID19 #Covid_19,Easwaran Rutnam,easwaranrutnam,2020-11-01T18:16:06.000Z,Sun Nov 01 18:16:06 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://colombogazette.com/2020/11/01/strict-guidelines-issued-for-activities-in-areas-not-under-curfew/ ,5,1,,,,,
1322964371325308934,"RT @munza14 : I wish this was a joke, I really really wish!  https://t.co/RBPIBufG2d
#LKA #SriLanka #COVID19SL",chiran deshapriya,Chiran_Desh,2020-11-01T18:11:00.000Z,Sun Nov 01 18:11:00 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://www.newswire.lk/2020/11/01/sri-lankan-ministers-seek-divine-interventions-to-combat-covid-19/ ,3,0,,,,,
1322963921586679808,"RT @Meelparvai : Sources says, Minister Ali Sabry will submit a Cabinet Memorandum, Tomorrow, with regard to the Burial of Covid19 Deaths. #COVID19SL #Covid_19 #COVID19 #covid19_lk #lka #SriLanka",Ameen Muhammed,AmeenMu17851903,2020-11-01T18:09:13.000Z,Sun Nov 01 18:09:13 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,6,0,,,,,
1322961682361057281,"RT @munza14 : I wish this was a joke, I really really wish!  https://t.co/RBPIBufG2d
#LKA #SriLanka #COVID19SL",Madhaviiii💫,maadhiiiiiiiii,2020-11-01T18:00:19.000Z,Sun Nov 01 18:00:19 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://www.newswire.lk/2020/11/01/sri-lankan-ministers-seek-divine-interventions-to-combat-covid-19/ ,3,0,,,,,
1322961405369176064,"Number of coronavirus cases detected in Sri Lanka surpasses 11,000 https://t.co/QXb5hdB07Y via @colombogazette #Srilanka #lka #coronavirus #COVID19 #Covid_19",Easwaran Rutnam,easwaranrutnam,2020-11-01T17:59:13.000Z,Sun Nov 01 17:59:13 +0000 2020,2,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://colombogazette.com/2020/11/01/number-of-coronavirus-cases-detected-in-sri-lanka-surpasses-11000/ ,5,1,,,,,
1322960307334090754,"මාර්තු මාසයේ ඉඳන් එක ශ්වසන යන්ත්‍රයක්වත් අලුතින් ගෙන්නපු නැති 'ජනතාව' කොහොම හරි මහන්සි වෙලා 20 වැනි සංශෝධනය නම් සම්මත කරගත්තා! 

( අදට ඉන්ටනෙට් ඇති! ) 

#lka #SriLanka #COVID19SL #COVID19LK #Covid_19 https://t.co/9CWZwLVJJf",Rasika Jayakody,rasikajy,2020-11-01T17:54:51.000Z,Sun Nov 01 17:54:51 +0000 2020,7,0,si,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,5,0,photo,https://pbs.twimg.com/media/ElwZW8gXgAEWtHB.jpg,,,
1322960286945406977,"**-இலங்கையில் 90 வீதமானோருக்கு நோய் அறிகுறிகள் இல்லை-**

இலங்கையில் அடையாளம் காணப்படும் 90 வீதமான கொவிட் தொற்றாளர்களுக்கு, எந்தவித நோய் அறிகுறிகளும் தென்படுவதில்லை − சுகாதார அமைச்சின் செயலாளர் மேஜர் ஜெனரல் டொக்டர் சஞ்ஜீவ முனசிங்ஹ தெரிவிப்பு.
#COVID__19 #COVID19SL #SriLanka #LK https://t.co/gDF2Urxpjk",Ranjan Arun Prasadh,raprasadh,2020-11-01T17:54:46.000Z,Sun Nov 01 17:54:46 +0000 2020,7,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,4,0,photo,https://pbs.twimg.com/media/ElwZXW1UcAAa7ig.jpg,,,
1322958538680008705,"RT @SooriyanFMlk : இலங்கையில் 21 ஆவது COVID-19 மரணம் பதிவானது

#Covid_19 #SriLanka",@Thaslim Mahroof,thaslimcruzer,2020-11-01T17:47:49.000Z,Sun Nov 01 17:47:49 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,,,,,
1322956427715989504,"RT @raprasadh : **- இலங்கை கொவிட் நிலவரம் -**

பாதிக்கப்பட்டோர் :- 11,060
உயிரிழப்பு :- 21
சிகிச்சை பெறுவோர் :- 6,134
வெளியேறியோர் :- 4,905
PCR பரிசோதனை :- 512735
#Covid_19 #COVIDIOTS #SriLanka #lk #coronavirus #Corona https://t.co/JCpxuUCSYN",Jaffna தளபதி தனன் 💪🔥,thananthana,2020-11-01T17:39:26.000Z,Sun Nov 01 17:39:26 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,6,0,photo,https://pbs.twimg.com/media/ElwHSAAUcAAquA6.jpg,,,
1322955796313899008,RT @sjayasiri : 18 persons tested positive for COVID-19 from the Mawanella area in Kegalle #COVID19SL #LKA #COVID19LK #SriLanka,| C O V I D |,bad_innocent8,2020-11-01T17:36:55.000Z,Sun Nov 01 17:36:55 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,4,0,,,,,
1322952249887346688,"RT @MadhurangaGuna1 : @vg123e It's really proud to be a Sri Lankan...

What a scientifically proven method...

Lets export this worldwide...

Respect Sir❗

@WHO @WHOSriLanka @MoH_SriLanka 
#COVID19SL #Covid_19",VG,vg123e,2020-11-01T17:22:50.000Z,Sun Nov 01 17:22:50 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,4,,,,,
1322952180429717504,"RT @munza14 : Sincerely wish this government understands the importance of giving a dignified burial to its Muslim citizens who die from #COVID19.
@WHO permits burial, but GOSL is strangely very adamant and continues to cremate all COVID-19 victims for no reason.
#LKA #SriLanka #COVID19SL https://t.co/vDyQYaMSHA",Caviar,bluesaphire1972,2020-11-01T17:22:33.000Z,Sun Nov 01 17:22:33 +0000 2020,0,0,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Retweet,https://twitter.com/alizmoulana/status/1322519244332965888 ,4,1,,,,,
1322951765164085249,"@vg123e It's really proud to be a Sri Lankan...

What a scientifically proven method...

Lets export this worldwide...

Respect Sir❗

@WHO @WHOSriLanka @MoH_SriLanka 
#COVID19SL #Covid_19",Madhuranga Gunathilake,MadhurangaGuna1,2020-11-01T17:20:54.000Z,Sun Nov 01 17:20:54 +0000 2020,3,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,2,4,,,,,
1322951509554814976,"අද දිනයේ කොරෝනා රෝගීන් 397ක් 

#lka #SriLanka #Covid19 #Covid_19 #Covid19Lk https://t.co/YX8VhgIopi",Srilankamirror,SriLankaMirror,2020-11-01T17:19:53.000Z,Sun Nov 01 17:19:53 +0000 2020,1,0,si,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,https://twitter.com/SriLankaMirror/status/1322951318969921536 ,5,0,,,,,
1322951311650775040,"397 Covid-19 cases today  

#lka #SriLanka #Covid19 #Covid_19 #Covid19Lk https://t.co/mpZ5cY3taX",Srilankamirror,SriLankaMirror,2020-11-01T17:19:06.000Z,Sun Nov 01 17:19:06 +0000 2020,1,1,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,https://twitter.com/SriLankaMirror/status/1322950485947699200 ,5,0,,,,,
1322949183205068800,@ChinaEmbSL @MoH_SriLanka As you gave sri lanka and the world virus that killed 1m people destroyed the livelihoods of all of us . Dont you think you need to provide us the working test kits and pcr machines for free. And pay us for the damages of covid 19,Kasun_bachata,Kazz_Bachata,2020-11-01T17:10:39.000Z,Sun Nov 01 17:10:39 +0000 2020,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,,,,
1322948138936795138,18 persons tested positive for COVID-19 from the Mawanella area in Kegalle #COVID19SL #LKA #COVID19LK #SriLanka,Jegan Ganeshan,imjeganG,2020-11-01T17:06:30.000Z,Sun Nov 01 17:06:30 +0000 2020,1,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,4,0,,,,,
1322947903191592961,"RT @raprasadh : **- இலங்கை கொவிட் நிலவரம் -**

பாதிக்கப்பட்டோர் :- 11,060
உயிரிழப்பு :- 21
சிகிச்சை பெறுவோர் :- 6,134
வெளியேறியோர் :- 4,905
PCR பரிசோதனை :- 512735
#Covid_19 #COVIDIOTS #SriLanka #lk #coronavirus #Corona https://t.co/JCpxuUCSYN",Tashini Pushparaj,Tarzanie1,2020-11-01T17:05:33.000Z,Sun Nov 01 17:05:33 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,6,0,photo,https://pbs.twimg.com/media/ElwHSAAUcAAquA6.jpg,,,
1322947793472884736,"RT @RahulCastro : A 40-year-old COVID-19 infected male from 
Mahara area, died at the Welisara Hospital, reporting the 21st death in Sri Lanka; Govt Info Dept

#SriLanka #Colombo #COVID19LK #COVID19 #COVID19SL",Umasankar Prashanth,prashanth071608,2020-11-01T17:05:07.000Z,Sun Nov 01 17:05:07 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,5,0,,,,,
1322945768307658753,"RT @SooriyanFMlk : நாட்டில் மேலும் 204  பேருக்கு கொரோனா தொற்று உறுதியானது.

#Covid_19 #COVID19LK #SriLanka",Sri Lankan Buzz 🇱🇰,SriLankanBuzz,2020-11-01T16:57:04.000Z,Sun Nov 01 16:57:04 +0000 2020,0,0,ta,"<a href=""https://akonita.com"" rel=""nofollow"">srilanka247</a>",Retweet,,3,0,,,,,
1322945744039407617,"Urban Wildlife - Sri Lanka 

All these beautiful moments captured during COVID-19 first breakdown form my home garden. 
Sorry about the shaky footages. All captured handheld. 

#SriLanka #lka #wildlife #Colombo 

https://t.co/gu4zmmwEwX",Wear Mask 😷,psharshendra,2020-11-01T16:56:59.000Z,Sun Nov 01 16:56:59 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://youtu.be/4Wbsd9-5fWM ,4,0,,,,,
1322944522955845632,"RT @munza14 : I wish this was a joke, I really really wish!  https://t.co/RBPIBufG2d
#LKA #SriLanka #COVID19SL",Aaaro,Aarrokan,2020-11-01T16:52:08.000Z,Sun Nov 01 16:52:08 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://www.newswire.lk/2020/11/01/sri-lankan-ministers-seek-divine-interventions-to-combat-covid-19/ ,3,0,,,,,
1322944031639285761,"உயர் குருதி அமுக்கம் என வைத்தியசாலையில் அனுமதிக்கப்பட்டவர் கொரோனாவால் மரணம்
https://t.co/YxoY2roI79
#lk #lka #Srilanka #Covid_19 #COVID19LK #COVID19SL",Prabhakaran Dilakshan,PrabhaDilaksh,2020-11-01T16:50:10.000Z,Sun Nov 01 16:50:10 +0000 2020,2,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,http://newscut.lk/news/2937.html ,6,0,,,,,
1322943637894823938,"A 40-year-old COVID-19 infected male from 
Mahara area, died at the Welisara Hospital, reporting the 21st death in Sri Lanka; Govt Info Dept

#SriLanka #Colombo #COVID19LK #COVID19 #COVID19SL",RJ Castro Rahul,RahulCastro,2020-11-01T16:48:37.000Z,Sun Nov 01 16:48:37 +0000 2020,1,2,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,5,0,,,,,
1322943489567457281,"204 more tested positive for Covid-19(35 are from quarantine  centres &amp; 169 are close contacts); Army Commander

#SriLanka #Colombo #COVID19LK #COVID19 #COVID19SL",RJ Castro Rahul,RahulCastro,2020-11-01T16:48:01.000Z,Sun Nov 01 16:48:01 +0000 2020,0,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,5,0,,,,,
1322943368335290368,"COVID-19 cases in SL cross 11,000 mark with 204 new cases. 
35 from Q/Centers
169 Close contacts 
397 cases reported today.... #SriLanka #CoronavirusOutbreak #COVID19SL https://t.co/meVbGzKVju",sanga.sv,imSVithu02,2020-11-01T16:47:32.000Z,Sun Nov 01 16:47:32 +0000 2020,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,3,0,photo,https://pbs.twimg.com/media/ElwJ91_UYAAfYSZ.jpg,,,
1322943082686394370,RT @sjayasiri : 18 persons tested positive for COVID-19 from the Mawanella area in Kegalle #COVID19SL #LKA #COVID19LK #SriLanka,MEELPARVAI NEWSPAPER,Meelparvai,2020-11-01T16:46:24.000Z,Sun Nov 01 16:46:24 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,4,0,,,,,
1322942771036999682,"RT @munza14 : I wish this was a joke, I really really wish!  https://t.co/RBPIBufG2d
#LKA #SriLanka #COVID19SL",Krishna Perera,krishna_perera,2020-11-01T16:45:10.000Z,Sun Nov 01 16:45:10 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://www.newswire.lk/2020/11/01/sri-lankan-ministers-seek-divine-interventions-to-combat-covid-19/ ,3,0,,,,,
1322941328003633154,"RT @newsradiolk : Sri Lanka crosses 11,000 COVID-19 infections with the detection of 204 more cases. 397 new cases reported thus far today.
#SriLanka #lka #coronavirus #COVID19",Isuru dimantha,isuru92,2020-11-01T16:39:26.000Z,Sun Nov 01 16:39:26 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,4,0,,,,,
1322941324774039554,"RT @raprasadh : **- இலங்கை கொவிட் நிலவரம் -**

பாதிக்கப்பட்டோர் :- 11,060
உயிரிழப்பு :- 21
சிகிச்சை பெறுவோர் :- 6,134
வெளியேறியோர் :- 4,905
PCR பரிசோதனை :- 512735
#Covid_19 #COVIDIOTS #SriLanka #lk #coronavirus #Corona https://t.co/JCpxuUCSYN",VG,vg123e,2020-11-01T16:39:25.000Z,Sun Nov 01 16:39:25 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,6,0,photo,https://pbs.twimg.com/media/ElwHSAAUcAAquA6.jpg,,,
1322940849827688449,RT @sjayasiri : 204 more tested positive for Covid-19(35 are from quarantine  centres &amp; 169 are close contacts); Army Commander #COVID19SL #LKA #COVID19LK #SriLanka,Dr. Furkhan Noordeen,FurkhanNoordeen,2020-11-01T16:37:32.000Z,Sun Nov 01 16:37:32 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,4,0,,,,,
1322940655262343170,"RT @SooriyanFMlk : நாட்டில் மேலும் 204  பேருக்கு கொரோனா தொற்று உறுதியானது.

#Covid_19 #COVID19LK #SriLanka",Mohamed Rislan🇱🇰,MohamedRislan,2020-11-01T16:36:45.000Z,Sun Nov 01 16:36:45 +0000 2020,0,0,ta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,0,,,,,
1322940425607487489,"RT @raprasadh : **- இலங்கை கொவிட் நிலவரம் -**

பாதிக்கப்பட்டோர் :- 11,060
உயிரிழப்பு :- 21
சிகிச்சை பெறுவோர் :- 6,134
வெளியேறியோர் :- 4,905
PCR பரிசோதனை :- 512735
#Covid_19 #COVIDIOTS #SriLanka #lk #coronavirus #Corona https://t.co/JCpxuUCSYN",GoSolar,GoSolar01,2020-11-01T16:35:51.000Z,Sun Nov 01 16:35:51 +0000 2020,0,0,ta,"<a href=""https://mobile.twitter.com/GoSoLarge"" rel=""nofollow"">GoSolar</a>",Retweet,,6,0,photo,https://pbs.twimg.com/media/ElwHSAAUcAAquA6.jpg,,,
